convo_id,user,line_id,line,K1,K2,K3,K4,K5,K6,K7,K8,primary,secondary,,聲明：本研究已對原始對話資料進行去識別化處理，包括將研究對象之姓名與別名替換為代碼（R1、P1–P21），並將非研究對象之提及內容予以遮蔽。此項處理之目的在於保護資料中所提及人員之隱私，僅涉及識別欄位之替換，未變動對話內容之語意結構，因此不影響 SNA 互動矩陣與 ENA 概念連結之分析結果。
conv1,P2,1160,看起來好孤單ㄛ,0,0,0,0,0,0,0,1,K8,,,
conv1,P16,1161,我水木,0,0,0,1,0,0,0,0,K4,,,
conv1,P21,1162,金木一鍵沒煩惱,0,0,0,0,0,0,0,1,K8,,,
conv1,P15,1163,"""P3"" 姊姊",0,0,0,0,0,0,1,0,K7,,,
conv1,P8,1164,還是今天不要用罵的,0,0,0,0,0,0,0,1,K8,,,
conv1,P8,1165,今天打下去,0,0,0,0,0,0,0,1,K8,,,
conv1,P3,1166,我每天都在努力不上社會頭條,0,0,0,1,0,0,0,0,K4,,,
conv1,P3,1167,不可破功,0,0,0,1,0,0,0,0,K4,,,
conv1,P2,1168,那很節制了,0,0,0,0,0,0,0,1,K8,,,
conv1,P15,1169,你上了 我會被採訪嗎,0,0,0,1,0,0,0,0,K4,,,
conv1,P15,1170,那我要去買化妝品跟衣服了,0,1,0,1,0,0,0,0,K4,K2,,
conv1,P3,1171,你想被採訪的話  我就跟記者說都是P15美人教唆的,0,0,0,1,0,0,0,0,K4,,,
conv1,P8,1172,是挺符合鬥毆熊了,0,0,0,0,0,0,0,1,K8,,,
conv1,P15,1173,喔,0,0,0,0,0,0,1,0,K7,,,
conv1,P15,1174,來吧,0,0,0,0,0,0,0,1,K8,,,
conv1,P15,1175,我老愛鬥毆了,0,0,0,1,0,0,0,0,K4,,,
conv1,P15,1176,"""P8"" 看熱鬧的",0,0,0,1,0,0,0,0,K4,,,
conv1,P15,1177,"""P13"" 幫兇",0,0,0,0,0,0,0,1,K8,,,
conv1,P8,1178,最愛看熱鬧,0,0,0,0,0,0,0,1,K8,,,
conv1,P3,1179,那我當旁邊鼓譟的(?,1,0,0,1,0,0,0,0,K4,K1,,
conv1,P2,1180,有沒有人要吃爆米花,0,0,1,0,0,0,0,0,K3,,,
conv1,P13,1181,要打誰,1,0,0,0,0,0,0,0,K1,,,
conv1,P15,1182,打,0,0,0,0,0,0,0,1,K8,,,
conv1,P15,1183,注意看 這個女人太渣了,0,0,0,0,0,0,0,1,K8,,,
conv1,P8,1184,又要打人又愛當小三,0,0,0,0,0,0,0,1,K8,,,
conv1,P15,1185,我們是一個犯罪集團,0,0,0,1,0,0,0,0,K4,,,
conv1,P15,1186,有完美的分工,0,0,0,1,0,0,0,0,K4,,,
conv1,P13,1187,完美嗎,1,0,0,0,0,0,0,0,K1,,,
conv1,P13,1188,最後誰背鍋,1,0,0,0,0,0,0,0,K1,,,
conv1,P8,1189,你背,0,0,0,0,0,0,0,1,K8,,,
conv1,P15,1190,岩壁的吧,0,0,0,0,0,0,0,1,K8,,,
conv1,P9,1191,岩壁的吧,0,0,0,0,0,0,0,1,K8,,,
conv1,P8,1192,幸好我沒岩壁,0,0,0,0,0,0,0,1,K8,,,
conv1,P15,1193,雙主修算岩壁嗎,0,0,0,0,0,0,0,1,K8,,,
conv1,P2,1194,雙岩壁學位,0,0,0,0,0,0,0,1,K8,,,
conv1,R1,1195,什麼意思,1,0,0,0,0,0,0,0,K1,,,
conv1,R1,1196,他們都是自己組團打啦 時間不一定,0,1,0,0,0,0,0,0,K2,,,
conv1,R1,1197,真是誇張,0,0,0,0,0,0,0,1,K8,,,
conv1,P8,1198,"""P15"" 這人的團禮拜二6人本-1",0,0,1,0,0,0,0,0,K3,,,
conv1,P8,1199,對,0,0,0,0,0,0,1,0,K7,,,
conv1,P14,1200,我有時候也會問,0,0,0,1,0,0,0,0,K4,,,
conv1,P14,1201,只是都星期三之後才打,0,0,0,1,0,0,0,0,K4,,,
conv1,P6,1202,天賞可以發我了嗎,0,0,0,1,0,0,0,0,K4,,,
conv1,R1,1203,0,0,0,0,0,0,0,0,1,K8,,,
conv1,R1,1204,原來,0,0,0,0,0,0,0,1,K8,,,
conv1,P14,1205,卷不贏星期一的那些人，一個時段很常打不滿，都要上去打好幾次,0,0,0,0,0,0,0,1,K8,,,
conv1,P14,1206,目前還沒有人跟我反應，尺度拿捏得很棒,0,0,0,1,0,0,0,0,K4,,,
conv1,P15,1207,我要先寫公關稿嗎,0,0,0,1,0,0,0,0,K4,,,
conv1,P8,1208,個人行為不上升幫會？,1,0,0,0,0,0,0,0,K1,,,
conv1,P15,1209,這公關稿我給10分,0,0,0,1,0,0,0,0,K4,,,
conv1,P8,1210,滿分多少,0,0,0,0,0,0,0,1,K8,,,
conv1,P15,1211,100,0,0,0,0,0,0,0,1,K8,,,
conv1,P18,1212,現在有赤鳴ㄇ,0,0,0,0,0,0,0,1,K8,,,
conv1,P6,1213,好遜喔P8,0,0,0,0,0,0,0,1,K8,,,
conv1,P15,1214,"""（未參與研究人員）"" 正在輸入",0,0,0,0,0,0,0,1,K8,,,
conv1,P8,1215,你0分,0,0,0,0,0,0,0,1,K8,,,
conv1,P15,1216,他負分 他還岩壁耶,0,0,0,0,0,0,0,1,K8,,,
conv1,P8,1217,你要跳車喔是不是不喜歡現在的車,0,0,0,0,1,0,0,0,K5,,,
conv1,P15,1218,沒啊,0,0,0,0,0,0,0,1,K8,,,
conv1,P15,1219,我是做如果被優化的準備（？,1,0,0,1,0,0,0,0,K4,K1,,
conv1,P8,1220,幸好我的老闆不會馬上優人,0,0,0,1,0,0,0,0,K4,,,
conv1,P15,1221,畢竟我也曾經不小心承影劍插上王,0,0,0,1,0,0,0,0,K4,,,
conv1,P8,1222,而且有人可以墊底,0,0,0,0,0,0,0,1,K8,,,
conv1,P8,1223,除了有墊底還有兜底這車太舒服,0,0,0,0,0,0,0,1,K8,,,
conv1,P6,1224,岩壁岩壁,0,0,0,0,0,0,0,1,K8,,,
conv1,P15,1225,我等你打字 你就傳了一個貼圖（！,0,0,1,0,0,0,0,0,K3,,,
conv1,P15,1226,你不是有在找鐵車,0,0,0,0,1,0,0,0,K5,,,
conv1,P15,1227,可以找我們的新晉男娘,0,0,0,1,0,0,0,0,K4,,,
conv1,P15,1228,這個是紅茶,0,0,0,1,0,0,0,0,K4,,,
conv1,P15,1229,他沒有岩壁,0,0,0,0,0,0,0,1,K8,,,
conv1,P5,1230,我感覺我現在幫戰殺人巨牛逼,0,0,0,1,0,0,0,0,K4,,,
conv1,P15,1231,什麼是殺人巨牛,1,0,0,0,0,0,0,0,K1,,,
conv1,P15,1232,喔 幹,0,0,0,0,0,0,0,1,K8,,,
conv1,P15,1233,殺人，巨牛逼,0,0,0,0,0,0,0,1,K8,,,
conv1,P15,1234,我想說什麼是殺人巨牛,0,0,0,1,0,0,0,0,K4,,,
conv1,R1,1235,有沒有奶媽想調號的,1,0,0,0,0,0,0,0,K1,,,
conv1,R1,1236,Pve天問跟pvp&pve素心都可以,0,0,0,0,0,0,0,1,K8,,,
conv1,P6,1237,可以請我吃老麥,0,0,0,1,0,0,0,0,K4,,,
conv1,P4,1238,Ok,0,0,0,0,0,0,0,1,K8,,,
conv1,P4,1239,我來了,0,0,0,1,0,0,0,0,K4,,,
conv1,P15,1240,你為啥離開鐵衣了,1,0,0,0,0,0,0,0,K1,,,
conv1,P14,1241,"""R1"" 可以幫我找盲盒嗎？",1,0,0,0,0,0,0,0,K1,,,
conv1,R1,1242,你又不是奶媽,0,0,0,0,1,0,0,0,K5,,,
conv1,R1,1243,這是哪ㄉ,0,0,0,0,1,0,0,0,K5,,,
conv1,P14,1244,7月11日,0,0,0,0,0,0,0,1,K8,,,
conv1,R1,1245,你是要在哪裡賣還是啥,1,0,0,0,0,0,0,0,K1,,,
conv1,R1,1246,??,0,0,0,0,1,0,0,0,K5,,,
conv1,P14,1247,我這邊打電話問了幾間已經沒了,0,0,0,1,0,0,0,0,K4,,,
conv1,P8,1248,我家那的7-11說不定會有,0,0,0,1,0,0,0,0,K4,,,
conv1,P15,1249,我下班可以幫你問問 要嗎,0,0,0,1,0,0,0,0,K4,,,
conv1,P8,1250,回家的時候可以幫你看看,0,1,0,0,0,0,0,0,K2,,,
conv1,R1,1251,我家附近那家剛好有販售欸 我走去看看,0,0,0,1,0,0,0,0,K4,,,
conv1,P14,1252,有一整盒最好，反正我只要兔子，其他再拿出來送,0,0,0,1,0,0,0,0,K4,,,
conv1,P15,1253,事成之後,0,0,0,0,0,0,0,1,K8,,,
conv1,P15,1254,給我一隻（？,1,0,0,0,0,0,0,0,K1,,,
conv1,P8,1255,你要把它拿去燒掉嗎你不是不喜歡,0,0,0,0,1,0,0,0,K5,,,
conv1,P15,1256,我要送你,0,1,0,0,0,0,0,0,K2,,,
conv1,P9,1257,我很想調但是沒資源,0,0,0,1,0,0,0,0,K4,,,
conv1,P14,1258,這個我訂完了,0,0,0,1,0,0,0,0,K4,,,
conv1,P8,1259,！愛了,0,0,0,0,0,0,0,1,K8,,,
conv1,P8,1260,但我不想要因為我沒地方放了,0,0,0,0,1,0,0,0,K5,,,
conv1,P15,1261,現在才嗎,1,0,0,0,0,0,0,0,K1,,,
conv1,P8,1262,我從一開始就沒想買,0,0,0,1,0,0,0,0,K4,,,
conv1,P8,1263,會長灰塵,0,0,0,1,0,0,0,0,K4,,,
conv1,P8,1264,然後就過敏,0,0,0,0,0,0,0,1,K8,,,
conv1,P8,1265,而且我喜歡風獅爺 但他商品很少所以意外很省錢,0,0,0,1,0,0,0,0,K4,,,
conv1,P15,1266,風獅爺是啥,1,0,0,0,0,0,0,0,K1,,,
conv1,P15,1267,這個嗎,1,0,0,0,0,0,0,0,K1,,,
conv1,P8,1268,張飛,0,0,0,0,0,0,0,1,K8,,,
conv1,P8,1269,"""P4"" 為什麼要問號",1,0,0,0,0,0,0,0,K1,,,
conv1,P15,1270,他看起來比較像螃蟹,0,0,0,0,0,0,0,1,K8,,,
conv1,P13,1271,難通,0,0,0,0,0,0,0,1,K8,,,
conv1,P13,1272,為啥他名字沒改,1,0,0,0,0,0,0,0,K1,,,
conv1,P8,1273,不可愛嗎,1,0,0,0,0,0,0,0,K1,,,
conv1,P15,1274,因為他想被我踢出去,0,1,0,0,0,0,0,0,K2,,,
conv1,P15,1275,呃,0,1,0,0,0,0,0,0,K2,,,
conv1,P15,1276,你不能問我,0,0,0,1,0,0,0,0,K4,,,
conv1,P15,1277,我不喜歡吉伊卡哇,0,0,0,1,0,0,0,0,K4,,,
conv1,P13,1278,我已經回答過了,0,0,0,1,0,0,0,0,K4,,,
conv1,R1,1279,沒看到 我在思考是要問櫃檯嗎,0,0,0,1,0,0,0,0,K4,,,
conv1,P14,1280,那應該沒了,0,0,0,0,1,0,0,0,K5,,,
conv1,R1,1281,難過了,0,0,0,0,0,1,0,0,K6,,,
conv1,P18,1282,黃色奶媽,0,0,0,0,0,0,0,1,K8,,,
conv1,P8,1283,"""P14"" 我家這邊兩間都賣光了",0,0,0,0,0,0,0,1,K8,,,
conv1,R1,1284,感覺都賣光了,0,0,0,0,0,0,0,1,K8,,,
conv1,R1,1285,不過這東西後面會補貨,0,0,0,0,0,0,0,1,K8,,,
conv1,R1,1286,可以等等看,0,0,0,0,0,0,0,1,K8,,,
conv1,R1,1287,不然聯名費賺不回來,0,0,0,0,0,0,0,1,K8,,,
conv1,R1,1288,之前那個吉伊三小隻的招財貓也是後來有開預購,0,0,0,0,0,0,0,1,K8,,,
conv1,P15,1289,靠我創造奇蹟了,0,0,0,1,0,0,0,0,K4,,,
conv1,P15,1290,但我還在當頂級社畜,0,0,0,0,1,0,0,0,K5,,,
conv1,P15,1291,豹,0,0,0,0,1,0,0,0,K5,,,
conv1,P15,1292,今晚吃啥,1,0,0,0,0,0,0,0,K1,,,
conv1,P13,1293,想吃老麥,0,0,0,0,0,0,0,1,K8,,,
conv1,P15,1294,好胖喔,0,0,0,0,0,0,0,1,K8,,,
conv1,P8,1295,我今天晚餐吃蘿蔔糕…..,0,0,0,1,0,0,0,0,K4,,,
conv1,P8,1296,好想喝熱湯,0,0,0,1,0,0,0,0,K4,,,
conv1,P15,1297,蘿蔔糕煮湯,0,0,0,0,0,0,0,1,K8,,,
conv1,P3,1298,關東煮嗎,1,0,0,0,0,0,0,0,K1,,,
conv1,P15,1299,有這種東西呀,0,1,0,0,0,0,0,0,K2,,,
conv1,P8,1300,喔關東煮好久沒吃了,0,0,0,0,0,0,0,1,K8,,,
conv1,P8,1301,我家外面7-11關東煮很久之前就收掉了,0,0,0,1,0,0,0,0,K4,,,
conv1,P13,1302,我也想吃,0,0,0,1,0,0,0,0,K4,,,
conv1,P13,1303,我都想吃,0,0,0,1,0,0,0,0,K4,,,
conv1,P8,1304,疑我不行我要吃煎的恰恰的,0,0,0,1,0,0,0,0,K4,,,
conv1,P8,1305,然後沾蒜頭醬油,0,0,0,1,0,0,0,0,K4,,,
conv1,P15,1306,其實蠻好吃的,0,0,0,0,0,0,0,1,K8,,,
conv1,P13,1307,我也比較喜歡吃煎的恰恰的,0,0,0,1,0,0,0,0,K4,,,
conv1,P13,1308,好爽內,0,0,0,0,0,1,0,0,K6,,,
conv1,P15,1309,我喜歡切薄薄的,0,0,0,1,0,0,0,0,K4,,,
conv1,P15,1310,然後四邊恰恰,0,0,0,1,0,0,0,0,K4,,,
conv1,P15,1311,豪爽喔,0,0,0,0,0,1,0,0,K6,,,
conv1,P2,1312,沒吃過 這是南部料理嗎,1,0,0,0,0,0,0,0,K1,,,
conv1,P6,1313,為啥要吃我,1,1,0,0,0,0,0,0,K1,K2,,
conv1,P2,1314,瞬間沒食慾了,0,0,0,0,0,0,0,1,K8,,,
conv1,P2,1315,謝謝你 被迫節食超人,0,0,0,0,0,0,1,0,K7,,,
conv1,P3,1316,恰恰的虱目魚好吃,0,0,0,0,0,0,0,1,K8,,,
conv1,P13,1317,想吃,0,0,0,0,0,0,0,1,K8,,,
conv1,P15,1318,好澀喔 想看,0,0,0,0,0,0,0,1,K8,,,
conv1,P13,1319,P6吃播,0,0,0,0,0,0,0,1,K8,,,
conv1,P13,1320,吃乾抹淨,0,0,0,0,0,0,0,1,K8,,,
conv1,P13,1321,"""P6"" 約會嗎",1,0,0,0,0,0,0,0,K1,,,
conv1,P6,1322,哪裡哪裡,1,0,0,0,0,0,0,0,K1,,,
conv1,P2,1323,熱帶樂園,0,0,0,0,0,0,0,1,K8,,,
conv1,P13,1324,只要有你哪裡都可以,1,0,0,0,0,0,0,0,K1,,,
conv1,P6,1325,來我房間,0,0,0,1,0,0,0,0,K4,,,
conv1,P2,1326,"""P1""",0,0,0,0,0,0,1,0,K7,,,
conv1,P1,1327,蛤,0,0,0,0,0,0,0,1,K8,,,
conv1,P2,1328,有人發起單挑請求,0,0,0,0,0,0,0,1,K8,,,
conv1,P1,1329,早就送他了,0,0,0,0,0,0,0,1,K8,,,
conv1,P6,1330,我要跟他一起打瓦,0,0,1,0,0,0,0,0,K3,,,
conv1,P13,1331,好欸,0,0,0,0,0,0,0,1,K8,,,
conv1,P1,1332,P13不知道他很多寶寶,0,0,0,0,0,0,0,1,K8,,,
conv1,P13,1333,我知道,0,0,0,1,0,0,0,0,K4,,,
conv1,P1,1334,他可能還是第431個寶寶吧,0,0,0,0,1,0,0,0,K5,,,
conv1,P13,1335,可是我,0,0,0,1,0,0,0,0,K4,,,
conv1,P13,1336,還是想著他,0,0,0,1,0,0,0,0,K4,,,
conv1,P1,1337,我還是愛著你,0,0,0,1,0,0,0,0,K4,,,
conv1,P6,1338,我還是愛著你~,0,0,0,1,0,0,0,0,K4,,,
conv1,P13,1339,你還是冷處理~,0,0,0,0,0,0,0,1,K8,,,
conv1,P1,1340,藉口,0,0,0,0,0,0,0,1,K8,,,
conv1,P1,1341,渣男,0,0,0,0,0,0,0,1,K8,,,
conv1,P6,1342,我可沒有,0,0,0,1,0,0,0,0,K4,,,
conv1,P13,1343,我要哭了,0,0,0,0,0,1,0,0,K6,,,
conv1,P13,1344,我們分手吧,0,0,0,1,0,0,0,0,K4,,,
conv1,P1,1345,我要哭了,0,0,0,0,0,1,0,0,K6,,,
conv1,P1,1346,我們分手吧,0,0,0,1,0,0,0,0,K4,,,
conv1,P6,1347,不可以,0,0,0,0,0,0,0,1,K8,,,
conv1,P1,1348,"""P15"" P15你是奶香的嗎",1,0,0,0,0,0,0,0,K1,,,
conv1,P17,1349,"""P15"" P15你是奶香的嗎",0,1,0,0,0,0,0,0,K2,,,
conv1,P15,1350,寶貝 你可以來聞看看,0,1,0,0,0,0,0,0,K2,,,
conv1,P2,1351,"""P17"" 出來打瓦 你當瓦",0,0,0,0,0,0,0,1,K8,,,
conv1,P17,1352,為什麼我沒有,1,0,0,0,0,0,0,0,K1,,,
conv1,P1,1353,好害羞,0,0,0,0,0,0,0,1,K8,,,
conv1,P15,1354,來來 一個都別跑 都到我房間來,0,0,0,1,0,0,0,0,K4,,,
conv1,P1,1355,沒有你,0,0,0,0,0,0,0,1,K8,,,
conv1,P1,1356,垃圾桶,0,0,0,0,0,0,0,1,K8,,,
conv1,P6,1357,喔,0,0,0,0,0,0,1,0,K7,,,
conv1,P2,1358,我們是你們什麼play中的一環嗎,0,0,0,1,0,0,0,0,K4,,,
conv1,P1,1359,我要呼叫媽咪出來看,0,1,0,0,0,0,0,0,K2,,,
conv1,P1,1360,你違規,0,1,0,0,0,0,0,0,K2,,,
conv1,P6,1361,這不算吧,0,0,0,0,1,0,0,0,K5,,,
conv1,P1,1362,算,0,0,0,0,0,0,0,1,K8,,,
conv1,P6,1363,這只是狗狗派對,0,0,0,0,0,0,0,1,K8,,,
conv1,P1,1364,違規,0,0,0,0,0,0,0,1,K8,,,
conv1,P2,1365,沒事 你就貼吧,0,0,0,0,0,0,0,1,K8,,,
conv1,P2,1366,本來就沒有要抽你,0,0,1,0,0,0,0,0,K3,,,
conv1,P15,1367,"""R1""",0,0,0,0,0,0,1,0,K7,,,
conv1,P1,1368,本來就沒有要抽你,0,0,1,0,0,0,0,0,K3,,,
conv1,R1,1369,Huh,0,0,0,0,0,0,0,1,K8,,,
conv1,R1,1370,怎麼了,1,0,0,0,0,0,0,0,K1,,,
conv1,P6,1371,沒事媽,0,0,0,0,0,0,0,1,K8,,,
conv1,P8,1372,我怕你這輩子真的只會撩男的,0,0,0,1,0,0,0,0,K4,,,
conv1,P6,1373,撩他P13,0,0,0,0,0,0,0,1,K8,,,
conv1,P6,1374,快,0,0,0,0,0,0,0,1,K8,,,
conv1,P8,1375,我不用了謝謝,0,0,0,0,0,0,1,0,K7,,,
conv1,P15,1376,這齣戲 越來越好看了,0,0,0,0,0,0,0,1,K8,,,
conv1,P15,1377,P8你看,0,0,0,0,0,0,0,1,K8,,,
conv1,P15,1378,鴨子,0,0,0,0,0,0,0,1,K8,,,
conv1,P8,1379,好醜,0,0,0,0,0,0,0,1,K8,,,
conv1,P15,1380,不許你這樣說P6,0,0,0,0,0,0,0,1,K8,,,
conv1,P8,1381,那更醜了,0,0,0,0,0,0,0,1,K8,,,
conv1,P15,1382,"""P1""  寶貝",0,0,0,0,0,0,0,1,K8,,,
conv1,P15,1383,你說,0,0,0,0,0,0,0,1,K8,,,
conv1,P15,1384,看著我的眼睛說,0,0,0,1,0,0,0,0,K4,,,
conv1,P15,1385,你愛我還是愛白癡P6,0,0,0,1,0,0,0,0,K4,,,
conv1,P1,1386,愛妳寶寶,0,0,0,0,0,0,0,1,K8,,,
conv1,P1,1387,你後宮又+1了,0,0,0,0,0,0,0,1,K8,,,
conv1,P15,1388,"""P6"" 哼 手下敗將",0,0,0,0,0,0,0,1,K8,,,
conv1,P8,1389,提問,0,0,0,0,0,0,0,1,K8,,,
conv1,P15,1390,哎 我這無處安放的魅力啊,0,0,0,1,0,0,0,0,K4,,,
conv1,P8,1391,有人知道露米爾這個牌子嗎,1,0,0,0,0,0,0,0,K1,,,
conv1,P8,1392,化妝品品牌,0,0,0,0,0,0,0,1,K8,,,
conv1,P15,1393,我只知道 西米露,0,0,0,1,0,0,0,0,K4,,,
conv1,P8,1394,ok謝謝下面一位,0,0,0,0,0,0,1,0,K7,,,
conv1,P13,1395,她是男的嗎？我就撩？,1,0,0,0,0,0,0,0,K1,,,
conv1,P8,1396,沒救了你真的變成給了,0,0,0,0,0,0,0,1,K8,,,
conv1,P6,1397,想看,0,0,0,0,0,0,0,1,K8,,,
conv1,P13,1398,我不是,0,0,0,0,1,0,0,0,K5,,,
conv1,P15,1399,P19跟P6只能選一個呢,0,0,0,0,0,0,0,1,K8,,,
conv1,P8,1400,剛剛本來已經做好了要很冷很冷的去丟垃圾,0,0,0,0,0,0,0,1,K8,,,
conv1,P8,1401,突然發現今天禮拜三沒有垃圾車,0,0,0,0,0,0,0,1,K8,,,
conv1,P13,1402,我不選,0,0,0,1,0,0,0,0,K4,,,
conv1,P2,1403,冷冷地走出去做了重訓折返跑,0,0,0,0,0,0,0,1,K8,,,
conv1,P8,1404,我還沒走出去,0,0,0,1,0,0,0,0,K4,,,
conv1,P14,1405,感謝感謝,0,0,0,0,0,0,0,1,K8,,,
conv1,P15,1406,我的也賣完了,0,0,0,1,0,0,0,0,K4,,,
conv1,P14,1407,感謝感謝,0,0,0,0,0,0,0,1,K8,,,
conv1,P15,1408,可惡,0,0,0,0,0,1,0,0,K6,,,
conv1,P15,1409,本來要兩倍賣你,0,0,0,0,0,0,0,1,K8,,,
conv1,P14,1410,烏薩奇可以兩倍收,0,0,0,0,0,0,0,1,K8,,,
conv1,P9,1411,問一個 有人要逐鹿 或33 或1212的嗎,0,0,1,0,0,0,0,0,K3,,,
conv1,P8,1412,33銅牌可以嗎,0,1,0,0,0,0,0,0,K2,,,
conv1,P2,1413,33銅牌可以嗎,0,1,0,0,0,0,0,0,K2,,,
conv1,P6,1414,33銅牌可以嗎,0,1,0,0,0,0,0,0,K2,,,
conv1,P15,1415,33銅牌可以嗎,0,1,0,0,0,0,0,0,K2,,,
conv1,R1,1416,雖然現在絕電不好用了但還是想炫一下,0,1,0,0,0,0,0,0,K2,,,
conv1,P14,1417,我只注意到右上角的東西,0,0,0,1,0,0,0,0,K4,,,
conv1,R1,1418,五行61.5w,0,0,0,0,0,0,0,1,K8,,,
conv1,R1,1419,出的,0,0,0,0,0,0,0,1,K8,,,
conv1,P9,1420,狗糧真多…,0,0,0,0,0,0,0,1,K8,,,
conv1,R1,1421,要滴乾了,0,0,0,0,0,0,0,1,K8,,,
conv1,P15,1422,為什麼,1,0,0,0,0,0,0,0,K1,,,
conv1,P15,1423,這麼冷,0,0,0,0,0,0,0,1,K8,,,
conv1,P15,1424,P15P13你怎麼看,1,0,0,0,0,0,0,0,K1,,,
conv1,P8,1425,抽到你了給我一隻祥瑞,0,0,0,1,0,0,0,0,K4,,,
conv1,P15,1426,你要鵝嗎,1,0,0,0,0,0,0,0,K1,,,
conv1,P15,1427,嘎嘎嘎嘎嘎嘎,0,0,0,0,0,0,0,1,K8,,,
conv1,P15,1428,嘎嘎嘎嘎嘎嘎,0,0,0,0,0,0,0,1,K8,,,
conv1,P8,1429,你錄一個,0,0,0,0,0,0,0,1,K8,,,
conv1,P8,1430,我就改成進場音效,0,0,0,1,0,0,0,0,K4,,,
conv1,P15,1431,嘎嘎嘎嘎嘎嘎,0,0,0,0,0,0,0,1,K8,,,
conv1,P15,1432,好,0,0,0,0,0,0,1,0,K7,,,
conv1,P15,1433,晚點用,0,0,0,1,0,0,0,0,K4,,,
conv1,P13,1434,我用眼睛看,0,0,0,1,0,0,0,0,K4,,,
conv1,R1,1435,幫朋友緝盜順便問個午餐,0,0,0,0,0,0,0,1,K8,,,
conv1,R1,1436,然後有人說他點了香菜豬血糕披薩,0,0,0,0,0,0,0,1,K8,,,
conv1,P3,1437,香菜豬血糕好吃,0,0,0,0,0,0,0,1,K8,,,
conv1,P3,1438,加點辣更好吃,0,0,0,0,0,0,0,1,K8,,,
conv1,P15,1439,這朋友不能要了,0,0,0,0,0,0,0,1,K8,,,
conv1,P4,1440,香菜豬血糕好吃,0,0,0,0,0,0,0,1,K8,,,
conv1,P4,1441,加點辣更好吃,0,0,0,0,0,0,0,1,K8,,,
conv1,P13,1442,噁心,0,0,0,0,0,0,0,1,K8,,,
conv1,P15,1443,噁心,0,0,0,0,0,0,0,1,K8,,,
conv1,P16,1444,超級好吃,0,0,0,0,0,0,0,1,K8,,,
conv1,R1,1445,我覺得不優,0,0,0,1,0,0,0,0,K4,,,
conv1,R1,1446,"幫朋友問一下有沒有鐵衣缺12人本固定團的

他們是瑤光的朋友",1,0,0,0,0,0,0,0,K1,,,
conv1,R1,1447,"""P4""",0,0,0,0,0,0,1,0,K7,,,
conv1,R1,1448,沒金的送你兩拳,0,0,0,0,0,0,0,1,K8,,,
conv1,P4,1449,6666,0,0,0,0,0,0,0,1,K8,,,
conv1,P4,1450,那你可以準備揍我了,0,0,0,1,0,0,0,0,K4,,,
conv1,R1,1451,不至於,0,0,0,0,0,0,0,1,K8,,,
conv1,R1,1452,我前面已經有疊一次紅出紫,0,0,0,1,0,0,0,0,K4,,,
conv1,R1,1453,是有概率,0,0,0,1,0,0,0,0,K4,,,
conv1,P4,1454,那,0,0,0,0,0,0,0,1,K8,,,
conv1,P4,1455,我現在敲（？,1,0,0,1,0,0,0,0,K4,K1,,
conv1,R1,1456,給你敲阿,0,0,0,0,0,0,0,1,K8,,,
conv1,R1,1457,你可以先拿紅的墊,0,1,0,0,0,0,0,0,K2,,,
conv1,P4,1458,還是你要一次囤,0,0,0,0,0,0,0,1,K8,,,
conv1,R1,1459,也可以,0,0,0,0,0,0,0,1,K8,,,
conv1,R1,1460,早知道上次紫天演給你敲了,0,0,0,0,0,0,0,1,K8,,,
conv1,P4,1461,那你囤完我敲敲看,0,0,0,1,0,0,0,0,K4,,,
conv1,P4,1462,我不想分次被打,0,0,0,1,0,0,0,0,K4,,,
conv1,R1,1463,6,0,0,0,0,0,0,0,1,K8,,,
conv1,P15,1464,"""P4"" 為什麼不幫我敲",1,0,0,0,0,0,0,0,K1,,,
conv1,P15,1465,你看不起我嗎,0,0,0,1,0,0,0,0,K4,,,
conv1,R1,1466,我等等換打P10的,0,0,0,1,0,0,0,0,K4,,,
conv1,R1,1467,看會不會出好東西,0,0,0,1,0,0,0,0,K4,,,
conv1,P4,1468,不是阿,0,0,0,0,1,0,0,0,K5,,,
conv1,P4,1469,你跟我說你要敲了嗎,0,0,0,1,0,0,0,0,K4,,,
conv1,P4,1470,但我認真說,0,1,0,0,0,0,0,0,K2,,,
conv1,P4,1471,不知道算不算玄學,0,0,0,0,1,0,0,0,K5,,,
conv1,P4,1472,我每次敲的時候都是隨緣,0,0,0,1,0,0,0,0,K4,,,
conv1,P4,1473,中了就中了沒中無所謂,0,0,0,1,0,0,0,0,K4,,,
conv1,P4,1474,章魚哥心態反而比較容易中,0,0,0,0,0,0,0,1,K8,,,
conv1,P15,1475,這還要我跟你說嗎,0,0,0,1,0,0,0,0,K4,,,
conv1,P2,1476,你考試也可以這種心態嗎,0,1,0,0,0,0,0,0,K2,,,
conv1,P2,1477,過沒過隨緣,0,1,0,0,0,0,0,0,K2,,,
conv1,P2,1478,都有,0,0,0,0,0,0,0,1,K8,,,
conv1,P9,1479,非常懂機制跟你的輸出要夠,0,0,0,0,0,0,0,1,K8,,,
conv1,P2,1480,我覺得要注意你要上榜的話,0,0,0,1,0,0,0,0,K4,,,
conv1,P2,1481,一定要找同服 不然白打,0,0,0,1,0,0,0,0,K4,,,
conv1,P2,1482,秘境要帶,0,0,0,0,0,0,0,1,K8,,,
conv1,P18,1483,"""R1"" 富婆 神麼時候帶我拿戒指 我還沒開道",0,0,0,0,0,0,0,1,K8,,,
